customer_id,age,age_segment,usage_segment,gender,plan_code,subscription_start_date,discount_tf,actual_plan_charge_krw,assignment_intent
CUS001780,35,GENERAL,S6_업무헤비형,M,Z202605253,2023-12-24,True,52500,good
CUS001781,55,GENERAL,S2_일반균형형,F,13901,2023-10-24,True,20900,shortage
CUS001782,54,GENERAL,S1_저사용절약형,M,36755,2026-05-15,True,16060,good
CUS001783,52,GENERAL,S6_업무헤비형,F,1693_베이직30GB,2024-06-23,True,45750,shortage
CUS001784,57,GENERAL,S2_일반균형형,F,1567_요고 36,2025-10-27,True,27000,good
CUS001785,44,GENERAL,S2_일반균형형,M,1567_요고 40,2023-12-01,True,30000,good
CUS001786,58,GENERAL,S2_일반균형형,M,35794,2025-05-03,False,19900,good
CUS001787,59,GENERAL,S3_데이터헤비형,M,1567_요고 49,2025-01-25,True,36750,good
CUS001788,53,GENERAL,S3_데이터헤비형,F,Z202605252,2024-12-19,True,56250,good
CUS001789,41,GENERAL,S6_업무헤비형,M,33965,2024-05-11,True,29700,good
CUS001790,35,GENERAL,S2_일반균형형,F,1694_베이직 21GB(이월),2024-05-09,True,43500,good
CUS001791,63,GENERAL,S3_데이터헤비형,M,Z202605257,2025-09-12,True,45750,shortage
CUS001792,39,GENERAL,S6_업무헤비형,M,15408,2023-10-20,False,55000,over
CUS001793,60,GENERAL,S3_데이터헤비형,M,31120,2026-02-08,True,11900,good
CUS001794,44,GENERAL,S6_업무헤비형,M,36627,2023-10-17,True,15400,shortage
CUS001795,62,GENERAL,S3_데이터헤비형,F,Z202605253,2026-06-28,True,52500,good
CUS001796,49,GENERAL,S6_업무헤비형,F,36251,2025-11-20,True,31000,good
CUS001797,58,GENERAL,S1_저사용절약형,M,36322,2023-09-10,True,90,good
CUS001798,43,GENERAL,S4_통화집중저데이터형,F,NA00009781,2023-10-22,True,29250,good
CUS001799,47,GENERAL,S6_업무헤비형,F,15408,2025-08-03,False,55000,over
CUS001800,46,GENERAL,S6_업무헤비형,M,Z202605253,2026-04-13,True,52500,good
CUS001801,35,GENERAL,S6_업무헤비형,F,36856,2024-12-22,True,11000,shortage
CUS001802,52,GENERAL,S5_통화집중균형형,F,33863,2024-05-09,True,17600,good
CUS001803,43,GENERAL,S6_업무헤비형,F,1567_요고 55,2023-12-21,True,41250,good
CUS001804,40,GENERAL,S2_일반균형형,M,Z202605257,2023-10-28,True,45750,good
CUS001805,60,GENERAL,S3_데이터헤비형,M,35422,2023-12-30,True,12000,shortage
CUS001806,42,GENERAL,S3_데이터헤비형,F,Z202605253,2024-06-24,True,52500,good
CUS001807,38,GENERAL,S4_통화집중저데이터형,F,36702,2025-03-20,True,12000,good
CUS001808,55,GENERAL,S6_업무헤비형,M,1681_초이스130_디즈니+,2024-01-30,True,97500,over
CUS001809,54,GENERAL,S3_데이터헤비형,M,15408,2025-01-06,False,55000,over
CUS001810,42,GENERAL,S6_업무헤비형,F,32943,2025-12-06,True,26400,shortage
CUS001811,41,GENERAL,S6_업무헤비형,M,Z202605253,2025-06-21,True,52500,good
CUS001812,50,GENERAL,S3_데이터헤비형,M,37153,2026-03-30,True,16000,good
CUS001813,51,GENERAL,S4_통화집중저데이터형,M,Z202606000,2023-11-24,True,35250,good
CUS001814,41,GENERAL,S3_데이터헤비형,M,27836,2026-06-30,True,23500,good
CUS001815,49,GENERAL,S3_데이터헤비형,M,33531,2025-02-23,True,25960,good
CUS001816,46,GENERAL,S6_업무헤비형,M,15408,2024-11-01,False,55000,over
CUS001817,62,GENERAL,S5_통화집중균형형,F,13982,2024-02-09,False,27500,good
CUS001818,60,GENERAL,S6_업무헤비형,M,23777,2025-12-12,False,7500,shortage
CUS001819,53,GENERAL,S3_데이터헤비형,F,30011,2025-07-05,False,13500,shortage
CUS001820,41,GENERAL,S2_일반균형형,F,28097,2024-05-17,True,27000,shortage
CUS001821,38,GENERAL,S6_업무헤비형,F,15928,2025-07-17,True,28710,good
CUS001822,49,GENERAL,S3_데이터헤비형,M,Z202605254,2026-06-09,True,51000,good
CUS001823,37,GENERAL,S2_일반균형형,F,27376,2025-04-15,False,36300,good
CUS001824,54,GENERAL,S4_통화집중저데이터형,F,1693_베이직7GB,2025-11-13,True,33750,good
CUS001825,52,GENERAL,S3_데이터헤비형,M,1567_요고 49,2023-09-20,True,36750,good
CUS001826,44,GENERAL,S4_통화집중저데이터형,F,36322,2024-05-29,True,90,shortage
CUS001827,56,GENERAL,S2_일반균형형,F,Z202205253_우리집지킴이도어캠,2025-05-30,True,97500,over
CUS001828,64,GENERAL,S3_데이터헤비형,M,36694,2025-04-05,True,10450,good
CUS001829,60,GENERAL,S2_일반균형형,F,23040,2024-01-23,False,25300,shortage
CUS001830,53,GENERAL,S6_업무헤비형,M,10394,2024-01-14,True,19900,good
CUS001831,63,GENERAL,S2_일반균형형,M,29316,2024-08-21,False,7900,good
CUS001832,37,GENERAL,S5_통화집중균형형,M,1693_베이직30GB,2026-06-07,True,45750,good
CUS001833,55,GENERAL,S3_데이터헤비형,F,33879,2026-02-01,True,22330,good
CUS001834,48,GENERAL,S6_업무헤비형,F,NA00009790,2026-05-13,True,51750,shortage
CUS001835,56,GENERAL,S2_일반균형형,M,32240,2026-03-08,False,7900,good
CUS001836,45,GENERAL,S3_데이터헤비형,M,15408,2024-05-29,False,55000,over
CUS001837,36,GENERAL,S3_데이터헤비형,M,Z202605254,2025-11-27,True,51000,good
CUS001838,36,GENERAL,S6_업무헤비형,M,36264,2025-05-21,False,31500,good
CUS001839,41,GENERAL,S5_통화집중균형형,M,1567_요고 42,2024-06-07,True,31500,good
CUS001840,43,GENERAL,S5_통화집중균형형,F,1567_요고 44,2025-05-09,True,33000,good
CUS001841,63,GENERAL,S3_데이터헤비형,M,33861,2025-07-16,True,18700,shortage
CUS001842,48,GENERAL,S1_저사용절약형,F,NA00009814,2025-11-07,True,96750,over
CUS001843,38,GENERAL,S5_통화집중균형형,F,27790,2025-02-19,True,12320,shortage
CUS001844,53,GENERAL,S2_일반균형형,M,37098,2024-06-23,True,100,good
CUS001845,41,GENERAL,S4_통화집중저데이터형,M,1693_베이직7GB,2024-05-20,True,33750,good
CUS001846,49,GENERAL,S6_업무헤비형,M,1567_요고 55,2026-06-06,True,41250,good
CUS001847,58,GENERAL,S5_통화집중균형형,F,NA00009786,2025-10-29,True,46499,good
CUS001848,35,GENERAL,S3_데이터헤비형,M,Z202605254,2026-03-09,True,51000,good
CUS001849,58,GENERAL,S6_업무헤비형,M,35464,2024-06-05,True,17000,shortage
CUS001850,39,GENERAL,S2_일반균형형,M,Z202606002,2025-05-31,True,24750,shortage
CUS001851,64,GENERAL,S6_업무헤비형,M,36944,2025-09-29,True,30000,shortage
CUS001852,62,GENERAL,S6_업무헤비형,F,15408,2026-04-26,False,55000,over
CUS001853,38,GENERAL,S2_일반균형형,F,1693_베이직7GB,2024-03-29,True,33750,shortage
CUS001854,63,GENERAL,S2_일반균형형,F,36823,2025-10-12,True,36600,good
CUS001855,46,GENERAL,S4_통화집중저데이터형,M,30850,2024-09-17,True,1650,good
CUS001856,59,GENERAL,S2_일반균형형,M,Z202605262,2024-04-09,True,21000,shortage
CUS001857,59,GENERAL,S2_일반균형형,F,33961,2025-05-19,True,22000,over
CUS001858,47,GENERAL,S6_업무헤비형,M,1693_베이직1.4GB,2024-01-24,True,24750,shortage
CUS001859,39,GENERAL,S5_통화집중균형형,M,27487,2023-11-25,False,35450,over
CUS001860,61,GENERAL,S1_저사용절약형,F,18751,2024-09-20,True,15300,over
CUS001861,53,GENERAL,S1_저사용절약형,F,33515,2025-08-09,True,14080,good
CUS001862,62,GENERAL,S6_업무헤비형,M,36263,2025-12-30,True,23000,good
CUS001863,49,GENERAL,S2_일반균형형,M,33866,2025-05-06,True,18700,good
CUS001864,37,GENERAL,S3_데이터헤비형,M,30365,2026-04-09,True,10,shortage
CUS001865,39,GENERAL,S3_데이터헤비형,F,1681_초이스130_유튜브프리미엄,2024-08-19,True,97500,over
CUS001866,37,GENERAL,S6_업무헤비형,M,Z202605253,2024-11-13,True,52500,good
CUS001867,35,GENERAL,S3_데이터헤비형,M,15408,2024-11-24,False,55000,over
CUS001868,62,GENERAL,S2_일반균형형,F,26322,2023-11-20,True,34320,good
CUS001869,58,GENERAL,S6_업무헤비형,F,26871,2023-10-12,True,15100,good
CUS001870,38,GENERAL,S5_통화집중균형형,F,1693_베이직30GB,2025-07-23,True,45750,good
CUS001871,64,GENERAL,S4_통화집중저데이터형,M,25356,2025-01-11,True,10000,good
CUS001872,61,GENERAL,S5_통화집중균형형,F,1567_요고 38,2026-06-10,True,28500,good
CUS001873,46,GENERAL,S6_업무헤비형,F,Z202605252,2026-07-03,True,56250,good
CUS001874,54,GENERAL,S1_저사용절약형,M,1693_베이직50GB,2025-06-30,True,47250,over
CUS001875,56,GENERAL,S4_통화집중저데이터형,F,NA00009787,2023-09-12,True,48000,over
CUS001876,57,GENERAL,S6_업무헤비형,F,23209,2024-07-19,True,12370,good
CUS001877,42,GENERAL,S2_일반균형형,F,25321,2024-11-13,True,1900,shortage
CUS001878,58,GENERAL,S2_일반균형형,F,1693_베이직10GB,2024-11-18,True,37500,shortage
CUS001879,35,GENERAL,S2_일반균형형,F,36883,2023-10-27,True,37400,over
CUS001880,36,GENERAL,S6_업무헤비형,F,NA00005479,2026-02-04,True,20872,shortage
CUS001881,51,GENERAL,S2_일반균형형,M,36808,2026-02-01,False,13000,good
CUS001882,38,GENERAL,S3_데이터헤비형,F,1567_요고 49,2025-02-27,True,36750,good
CUS001883,36,GENERAL,S4_통화집중저데이터형,M,24205,2025-10-21,False,42020,over
CUS001884,64,GENERAL,S5_통화집중균형형,M,36652,2026-02-23,False,17990,good
CUS001885,40,GENERAL,S5_통화집중균형형,F,32019,2026-06-23,True,45100,over
CUS001886,63,GENERAL,S5_통화집중균형형,M,17624,2024-08-19,True,38000,good
CUS001887,58,GENERAL,S5_통화집중균형형,F,27376,2025-05-25,False,36300,good
CUS001888,61,GENERAL,S2_일반균형형,F,1567_요고 36,2024-10-01,True,27000,good
CUS001889,49,GENERAL,S4_통화집중저데이터형,F,Z202605262,2024-09-02,True,21000,shortage
CUS001890,47,GENERAL,S1_저사용절약형,M,Z202605260,2025-05-05,True,27750,good
CUS001891,43,GENERAL,S6_업무헤비형,F,Z202605252,2025-10-18,True,56250,good
CUS001892,45,GENERAL,S3_데이터헤비형,M,Z202605253,2024-08-23,True,52500,good
CUS001893,63,GENERAL,S4_통화집중저데이터형,F,Z202605261,2025-09-21,True,21750,shortage
CUS001894,51,GENERAL,S4_통화집중저데이터형,M,24530,2025-05-14,True,10,shortage
CUS001895,49,GENERAL,S2_일반균형형,M,25273,2025-10-10,False,39600,good
CUS001896,46,GENERAL,S6_업무헤비형,F,1681_초이스90_위버스,2025-03-04,True,67500,over
CUS001897,37,GENERAL,S2_일반균형형,F,1567_요고 38,2024-04-14,True,28500,good
CUS001898,46,GENERAL,S6_업무헤비형,M,Z202605253,2025-12-21,True,52500,good
CUS001899,46,GENERAL,S2_일반균형형,F,Z202606002,2023-11-03,True,24750,shortage
CUS001900,52,GENERAL,S5_통화집중균형형,M,1567_요고 44,2024-03-27,True,33000,good
CUS001901,62,GENERAL,S6_업무헤비형,M,27777,2024-09-03,True,15000,shortage
CUS001902,64,GENERAL,S6_업무헤비형,F,Z202205251_애플디바이스,2026-02-26,True,86250,over
CUS001903,53,GENERAL,S2_일반균형형,F,34362,2026-02-14,False,20000,good
CUS001904,57,GENERAL,S3_데이터헤비형,M,15408,2023-11-28,False,55000,over
CUS001905,52,GENERAL,S1_저사용절약형,F,NA00009781,2026-03-13,True,29250,good
CUS001906,64,GENERAL,S2_일반균형형,M,20408,2024-09-10,False,7700,shortage
CUS001907,41,GENERAL,S4_통화집중저데이터형,M,36702,2025-12-21,True,12000,good
CUS001908,56,GENERAL,S1_저사용절약형,M,34864,2025-10-15,True,10940,good
CUS001909,59,GENERAL,S2_일반균형형,M,27847,2025-06-21,True,23000,over
CUS001910,44,GENERAL,S2_일반균형형,F,20279,2026-06-01,False,31000,shortage
CUS001911,50,GENERAL,S1_저사용절약형,F,26888,2026-04-09,True,10,good
CUS001912,59,GENERAL,S2_일반균형형,M,35478,2023-09-28,True,9500,shortage
CUS001913,49,GENERAL,S6_업무헤비형,M,1681_초이스90_디즈니+,2025-10-30,True,67500,over
CUS001914,56,GENERAL,S1_저사용절약형,M,33957,2025-03-27,True,19800,over
CUS001915,50,GENERAL,S4_통화집중저데이터형,M,Z202605262,2024-07-01,True,21000,shortage
CUS001916,50,GENERAL,S2_일반균형형,M,33936,2024-09-12,True,3300,good
CUS001917,38,GENERAL,S2_일반균형형,M,1694_베이직 21GB(이월),2024-09-01,True,43500,good
CUS001918,50,GENERAL,S5_통화집중균형형,M,26322,2026-05-05,True,34320,good
CUS001919,53,GENERAL,S5_통화집중균형형,M,17624,2024-03-05,True,38000,good
CUS001920,37,GENERAL,S5_통화집중균형형,M,1694_베이직 4GB(이월),2025-04-22,True,27750,shortage
CUS001921,56,GENERAL,S1_저사용절약형,M,29087,2024-07-18,True,10,good
CUS001922,38,GENERAL,S1_저사용절약형,F,29817,2025-11-11,False,16060,good
CUS001923,59,GENERAL,S6_업무헤비형,F,17602,2024-12-27,True,27500,good
CUS001924,58,GENERAL,S2_일반균형형,M,37139,2023-11-19,False,15400,good
CUS001925,54,GENERAL,S3_데이터헤비형,F,36945,2025-07-06,True,44100,good
CUS001926,56,GENERAL,S4_통화집중저데이터형,F,24193,2024-07-10,False,13420,good
CUS001927,46,GENERAL,S2_일반균형형,F,37141,2024-12-27,False,18400,good
CUS001928,64,GENERAL,S3_데이터헤비형,M,34256,2024-09-08,True,9900,shortage
CUS001929,42,GENERAL,S1_저사용절약형,M,NA00009781,2026-04-21,True,29250,good
CUS001930,52,GENERAL,S5_통화집중균형형,F,1694_베이직 4GB(이월),2023-10-11,True,27750,shortage
CUS001931,57,GENERAL,S6_업무헤비형,M,26315,2025-06-21,True,14500,good
CUS001932,63,GENERAL,S5_통화집중균형형,F,36939,2025-11-03,True,27000,over
CUS001933,44,GENERAL,S5_통화집중균형형,F,1567_요고 38,2024-03-07,True,28500,good
CUS001934,53,GENERAL,S2_일반균형형,F,33850,2023-12-08,True,13200,good
CUS001935,38,GENERAL,S6_업무헤비형,M,23209,2025-01-25,True,12370,good
CUS001936,41,GENERAL,S3_데이터헤비형,M,15408,2025-08-22,False,55000,over
CUS001937,50,GENERAL,S6_업무헤비형,M,33964,2025-03-10,True,29700,good
CUS001938,56,GENERAL,S3_데이터헤비형,M,Z202605261,2024-10-22,True,21750,shortage
CUS001939,47,GENERAL,S1_저사용절약형,F,36329,2023-10-09,False,48900,over
CUS001940,46,GENERAL,S6_업무헤비형,F,Z202205253_우리집돌봄이Kids,2025-01-23,True,97500,over
CUS001941,51,GENERAL,S3_데이터헤비형,F,NA00009789,2025-10-17,True,51000,good
CUS001942,48,GENERAL,S3_데이터헤비형,F,33957,2023-10-27,True,19800,good
CUS001943,62,GENERAL,S2_일반균형형,F,1681_초이스90_삼성,2024-06-03,True,67500,over
CUS001944,49,GENERAL,S2_일반균형형,F,1693_베이직30GB,2025-04-20,True,45750,good
CUS001945,55,GENERAL,S4_통화집중저데이터형,M,1693_베이직7GB,2025-10-19,True,33750,good
CUS001946,37,GENERAL,S2_일반균형형,F,1693_베이직21GB,2025-11-19,True,43500,good
CUS001947,35,GENERAL,S2_일반균형형,F,1694_베이직 14GB(이월),2024-10-25,True,41250,shortage
CUS001948,55,GENERAL,S5_통화집중균형형,F,34891,2026-04-22,False,12100,good
CUS001949,48,GENERAL,S1_저사용절약형,M,25290,2024-09-03,True,6230,good
CUS001950,53,GENERAL,S1_저사용절약형,M,35851,2026-06-04,False,40900,over
CUS001951,36,GENERAL,S5_통화집중균형형,M,29019,2025-09-19,True,12600,good
CUS001952,45,GENERAL,S6_업무헤비형,F,Z202605252,2024-03-17,True,56250,good
CUS001953,46,GENERAL,S1_저사용절약형,M,37128,2025-04-02,True,10,good
CUS001954,45,GENERAL,S5_통화집중균형형,F,33164,2026-02-22,True,18900,good
CUS001955,64,GENERAL,S6_업무헤비형,F,17964,2023-09-05,False,19800,shortage
CUS001956,47,GENERAL,S2_일반균형형,M,35415,2025-05-27,False,57200,over
CUS001957,59,GENERAL,S5_통화집중균형형,F,1693_베이직21GB,2026-05-09,True,43500,shortage
CUS001958,60,GENERAL,S2_일반균형형,F,26178,2026-06-13,True,12100,good
CUS001959,62,GENERAL,S3_데이터헤비형,F,35280,2023-09-30,True,15900,good
CUS001960,46,GENERAL,S1_저사용절약형,F,Z202605261,2026-04-08,True,21750,shortage
CUS001961,45,GENERAL,S6_업무헤비형,F,Z202605252,2025-10-23,True,56250,good
CUS001962,59,GENERAL,S6_업무헤비형,F,Z202605253,2025-06-10,True,52500,good
CUS001963,56,GENERAL,S4_통화집중저데이터형,M,32020,2024-10-14,True,12210,good
CUS001964,46,GENERAL,S6_업무헤비형,M,1567_요고 55,2025-09-03,True,41250,good
CUS001965,60,GENERAL,S2_일반균형형,M,31772,2026-01-19,True,100,good
CUS001966,63,GENERAL,S3_데이터헤비형,F,1693_베이직50GB,2025-12-31,True,47250,shortage
CUS001967,36,GENERAL,S2_일반균형형,M,36891,2025-12-02,False,3500,shortage
CUS001968,36,GENERAL,S6_업무헤비형,F,Z202605252,2024-07-26,True,56250,good
CUS001969,54,GENERAL,S6_업무헤비형,M,1567_요고 55,2024-04-06,True,41250,good
CUS001970,52,GENERAL,S6_업무헤비형,F,15408,2025-05-11,False,55000,over
CUS001971,51,GENERAL,S3_데이터헤비형,M,Z202605253,2023-11-23,True,52500,good
CUS001972,49,GENERAL,S3_데이터헤비형,F,23771,2025-11-11,False,1490,shortage
CUS001973,56,GENERAL,S5_통화집중균형형,M,22817,2026-01-07,False,38000,good
CUS001974,49,GENERAL,S6_업무헤비형,F,22811,2025-11-24,False,55000,good
CUS001975,40,GENERAL,S5_통화집중균형형,M,Z202605257,2024-02-09,True,45750,good
CUS001976,46,GENERAL,S3_데이터헤비형,F,NA00009790,2024-07-01,True,51750,good
CUS001977,45,GENERAL,S2_일반균형형,M,Z202605258,2024-08-11,True,44250,good
CUS001978,53,GENERAL,S4_통화집중저데이터형,M,11319,2025-01-25,False,13750,good
CUS001979,36,GENERAL,S6_업무헤비형,M,Z202605252,2026-07-04,True,56250,good
CUS001980,58,GENERAL,S2_일반균형형,M,33868,2024-02-24,False,22000,good
CUS001981,54,GENERAL,S2_일반균형형,F,1693_베이직21GB,2024-02-16,True,43500,good
CUS001982,60,GENERAL,S2_일반균형형,F,NA00009785,2026-02-26,True,44250,good
CUS001983,54,GENERAL,S2_일반균형형,F,1681_초이스110_위버스,2024-05-10,True,82500,over
CUS001984,58,GENERAL,S1_저사용절약형,M,35453,2025-01-22,True,12000,good
CUS001985,35,GENERAL,S6_업무헤비형,F,15408,2024-12-14,False,55000,over
CUS001986,63,GENERAL,S5_통화집중균형형,M,34891,2025-07-06,False,12100,good
CUS001987,52,GENERAL,S4_통화집중저데이터형,F,36795,2026-06-10,False,4800,shortage
CUS001988,64,GENERAL,S2_일반균형형,F,14832,2024-10-31,False,42000,good
CUS001989,63,GENERAL,S2_일반균형형,F,Z202605258,2025-05-17,True,44250,good
CUS001990,43,GENERAL,S2_일반균형형,F,29019,2024-08-28,True,12600,good
CUS001991,51,GENERAL,S1_저사용절약형,F,NA00009805,2024-05-29,True,81750,over
CUS001992,55,GENERAL,S6_업무헤비형,F,37124,2024-03-18,True,14000,good
CUS001993,47,GENERAL,S2_일반균형형,M,29317,2026-02-16,True,14000,good
CUS001994,35,GENERAL,S6_업무헤비형,F,15408,2025-09-21,False,55000,over
CUS001995,41,GENERAL,S6_업무헤비형,F,17602,2026-05-28,True,27500,good
CUS001996,59,GENERAL,S2_일반균형형,F,29758,2026-06-30,False,34900,good
CUS001997,64,GENERAL,S6_업무헤비형,M,36900,2025-02-19,True,2200,shortage
CUS001998,57,GENERAL,S2_일반균형형,F,1694_베이직 21GB(이월),2025-03-09,True,43500,good
CUS001999,48,GENERAL,S2_일반균형형,M,35447,2026-06-24,True,100,good
CUS002000,46,GENERAL,S5_통화집중균형형,F,Z202605257,2024-06-06,True,45750,good
CUS002001,37,GENERAL,S6_업무헤비형,F,Z202605261,2026-03-10,True,21750,shortage
CUS002002,56,GENERAL,S6_업무헤비형,F,Z202605252,2025-09-12,True,56250,good
CUS002003,35,GENERAL,S6_업무헤비형,F,36805,2023-10-02,True,12000,shortage
CUS002004,59,GENERAL,S6_업무헤비형,M,Z202605252,2025-09-01,True,56250,good
CUS002005,45,GENERAL,S3_데이터헤비형,M,Z202605254,2025-03-22,True,51000,good
CUS002006,44,GENERAL,S2_일반균형형,M,1693_베이직30GB,2024-06-08,True,45750,good
CUS002007,56,GENERAL,S2_일반균형형,M,1567_요고 40,2026-01-21,True,30000,good
CUS002008,46,GENERAL,S6_업무헤비형,M,Z202605252,2024-06-03,True,56250,good
CUS002009,50,GENERAL,S1_저사용절약형,F,Z202205253_티빙,2026-03-18,True,97500,over
CUS002010,54,GENERAL,S6_업무헤비형,F,NA00009783,2026-01-07,True,36750,shortage
CUS002011,43,GENERAL,S2_일반균형형,M,36971,2026-02-19,False,19900,good
CUS002012,62,GENERAL,S2_일반균형형,M,27254,2024-11-06,True,12000,shortage
CUS002013,57,GENERAL,S5_통화집중균형형,M,NA00009795,2023-10-20,True,66750,over
CUS002014,61,GENERAL,S5_통화집중균형형,M,33857,2026-06-19,True,16500,good
CUS002015,49,GENERAL,S5_통화집중균형형,F,27752,2025-02-25,True,27900,good
CUS002016,54,GENERAL,S3_데이터헤비형,F,25240,2026-07-03,True,30800,shortage
CUS002017,35,GENERAL,S5_통화집중균형형,F,NA00009816,2026-01-04,True,96750,over
CUS002018,35,GENERAL,S3_데이터헤비형,F,15408,2024-03-20,False,55000,over
CUS002019,37,GENERAL,S6_업무헤비형,F,Z202605252,2024-08-30,True,56250,good
CUS002020,37,GENERAL,S6_업무헤비형,F,Z202605252,2024-08-28,True,56250,good
CUS002021,51,GENERAL,S2_일반균형형,F,35794,2024-07-10,False,19900,good
CUS002022,42,GENERAL,S2_일반균형형,F,17267,2025-06-03,True,18000,shortage
CUS002023,64,GENERAL,S2_일반균형형,F,33943,2025-01-11,True,9900,shortage
CUS002024,51,GENERAL,S6_업무헤비형,F,Z202605253,2024-08-12,True,52500,good
CUS002025,58,GENERAL,S2_일반균형형,F,26871,2025-08-20,True,15100,over
CUS002026,57,GENERAL,S6_업무헤비형,F,1567_요고 55,2025-03-18,True,41250,good
CUS002027,57,GENERAL,S6_업무헤비형,M,23483,2026-03-26,True,15100,shortage
CUS002028,58,GENERAL,S6_업무헤비형,M,36251,2025-07-09,True,31000,good
CUS002029,48,GENERAL,S2_일반균형형,M,35804,2026-07-04,True,5000,good
CUS002030,54,GENERAL,S4_통화집중저데이터형,M,29926,2026-06-15,False,17600,good
CUS002031,50,GENERAL,S1_저사용절약형,M,1693_베이직7GB,2025-11-03,True,33750,good
CUS002032,43,GENERAL,S6_업무헤비형,F,1567_요고 55,2023-11-27,True,41250,good
CUS002033,58,GENERAL,S3_데이터헤비형,M,26316,2025-09-30,True,14000,good
CUS002034,44,GENERAL,S5_통화집중균형형,M,NA00009786,2023-12-06,True,46499,good
CUS002035,46,GENERAL,S2_일반균형형,F,Z202605257,2025-11-29,True,45750,good
CUS002036,57,GENERAL,S1_저사용절약형,M,1693_베이직4GB,2026-06-19,True,27750,shortage
CUS002037,58,GENERAL,S1_저사용절약형,M,Z202605260,2026-03-31,True,27750,good
CUS002038,43,GENERAL,S6_업무헤비형,M,1567_요고 34,2026-02-11,True,25500,shortage
CUS002039,35,GENERAL,S3_데이터헤비형,F,33534,2024-03-28,True,32890,good
CUS002040,60,GENERAL,S6_업무헤비형,F,36329,2025-05-08,False,48900,good
CUS002041,63,GENERAL,S6_업무헤비형,F,1567_요고 55,2024-05-24,True,41250,good
CUS002042,47,GENERAL,S5_통화집중균형형,F,1693_베이직10GB,2024-10-22,True,37500,shortage
CUS002043,44,GENERAL,S2_일반균형형,M,1567_요고 36,2024-05-12,True,27000,good
CUS002044,55,GENERAL,S2_일반균형형,F,1567_요고 36,2026-03-07,True,27000,good
CUS002045,55,GENERAL,S2_일반균형형,F,31029,2025-06-27,False,19900,good
CUS002046,46,GENERAL,S5_통화집중균형형,F,24033,2024-04-06,True,23320,over
CUS002047,61,GENERAL,S3_데이터헤비형,F,36897,2026-03-17,True,1000,shortage
CUS002048,36,GENERAL,S2_일반균형형,M,1567_요고 38,2024-04-30,True,28500,good
CUS002049,49,GENERAL,S1_저사용절약형,F,20001,2025-09-15,False,9020,shortage
CUS002050,36,GENERAL,S1_저사용절약형,F,Z202605261,2025-04-11,True,21750,shortage
CUS002051,42,GENERAL,S5_통화집중균형형,F,36911,2025-03-22,False,6900,shortage
CUS002052,60,GENERAL,S1_저사용절약형,F,NA00009781,2025-03-04,True,29250,good
CUS002053,62,GENERAL,S2_일반균형형,M,Z202605259,2024-07-18,True,41250,shortage
CUS002054,53,GENERAL,S2_일반균형형,M,Z202605257,2023-08-23,True,45750,good
CUS002055,45,GENERAL,S2_일반균형형,F,1693_베이직30GB,2024-11-21,True,45750,good
CUS002056,64,GENERAL,S3_데이터헤비형,F,1692_초이스 더블 유튜브 프리미엄+디바이스_밀리의서재,2026-05-24,True,90000,over
CUS002057,38,GENERAL,S6_업무헤비형,M,Z202606002,2026-01-02,True,24750,shortage
CUS002058,37,GENERAL,S3_데이터헤비형,F,Z202205253_유튜브프리미엄,2024-11-10,True,97500,over
CUS002059,38,GENERAL,S1_저사용절약형,M,Z202605260,2024-03-26,True,27750,good
CUS002060,38,GENERAL,S2_일반균형형,F,33163,2024-06-11,True,13900,good
CUS002061,42,GENERAL,S5_통화집중균형형,M,NA00009786,2025-08-17,True,46499,good
CUS002062,39,GENERAL,S3_데이터헤비형,F,Z202205251_AI구독,2024-09-02,True,86250,over
CUS002063,41,GENERAL,S3_데이터헤비형,M,14831,2025-07-23,False,48000,good
CUS002064,44,GENERAL,S6_업무헤비형,M,13525,2025-12-23,True,50500,good
CUS002065,36,GENERAL,S6_업무헤비형,F,Z202605253,2025-04-09,True,52500,good
CUS002066,48,GENERAL,S3_데이터헤비형,F,15408,2024-05-19,False,55000,over
CUS002067,42,GENERAL,S4_통화집중저데이터형,M,20571,2024-01-04,True,5500,good
CUS002068,53,GENERAL,S4_통화집중저데이터형,M,1693_베이직1.4GB,2026-02-16,True,24750,shortage
CUS002069,35,GENERAL,S3_데이터헤비형,F,15408,2025-10-15,False,55000,over
CUS002070,37,GENERAL,S2_일반균형형,M,14831,2025-12-30,False,48000,over
CUS002071,62,GENERAL,S4_통화집중저데이터형,M,NA00009781,2025-07-02,True,29250,good
CUS002072,50,GENERAL,S2_일반균형형,F,1693_베이직30GB,2025-12-19,True,45750,good
CUS002073,57,GENERAL,S6_업무헤비형,M,37091,2025-02-22,True,12000,good
CUS002074,54,GENERAL,S5_통화집중균형형,F,33856,2025-09-26,True,15400,good
CUS002075,48,GENERAL,S6_업무헤비형,M,Z202205251_구글원+보상패스,2026-05-20,True,86250,over
CUS002076,64,GENERAL,S4_통화집중저데이터형,F,34884,2025-08-16,False,3300,good
CUS002077,48,GENERAL,S3_데이터헤비형,M,9577,2025-11-04,False,25300,shortage
CUS002078,51,GENERAL,S3_데이터헤비형,F,22903,2023-12-06,True,4840,shortage
CUS002079,48,GENERAL,S4_통화집중저데이터형,M,Z202605262,2024-12-26,True,21000,shortage
CUS002080,57,GENERAL,S6_업무헤비형,F,1567_요고 55,2026-05-05,True,41250,good
