customer_id,usage_month,data_usage_gb,voice_usage_min,sms_usage_count,tethering_usage_gb
CUS001775,2026-06,89.2,1474,489,22.0
CUS001775,2026-07,80.3,1327,441,19.8
CUS001776,2026-05,4.3,1714,188,0.5
CUS001776,2026-06,5.4,2133,234,0.6
CUS001776,2026-07,5.4,2127,234,0.6
CUS001777,2026-05,32.2,265,130,6.0
CUS001777,2026-06,23.4,192,94,4.4
CUS001777,2026-07,23.0,189,93,4.3
CUS001778,2026-05,7.3,857,277,1.1
CUS001778,2026-06,8.0,937,303,1.2
CUS001778,2026-07,7.3,860,278,1.1
CUS001779,2026-05,52.8,159,80,29.0
CUS001779,2026-06,47.3,142,72,26.0
CUS001779,2026-07,49.8,150,75,27.4
CUS001780,2026-05,100.2,508,35,60.5
CUS001780,2026-06,137.4,697,48,83.0
CUS001780,2026-07,98.0,497,34,59.2
CUS001781,2026-05,22.9,329,125,6.6
CUS001781,2026-06,24.9,357,136,7.1
CUS001781,2026-07,27.6,397,150,7.9
CUS001782,2026-05,3.9,156,18,1.2
CUS001782,2026-06,3.4,135,16,1.1
CUS001782,2026-07,3.2,124,15,1.0
CUS001783,2026-05,114.8,1712,504,23.1
CUS001783,2026-06,107.7,1605,472,21.6
CUS001783,2026-07,94.7,1412,415,19.0
CUS001784,2026-05,27.3,440,56,4.8
CUS001784,2026-06,25.7,414,53,4.5
CUS001784,2026-07,40.3,361,46,7.0
CUS001785,2026-05,32.6,181,125,6.7
CUS001785,2026-06,25.2,140,96,5.2
CUS001785,2026-07,23.7,132,91,4.9
CUS001786,2026-05,20.6,341,63,7.5
CUS001786,2026-06,12.2,364,67,4.4
CUS001786,2026-07,11.2,335,62,4.1
CUS001787,2026-05,58.3,76,115,24.3
CUS001787,2026-06,49.5,65,98,20.6
CUS001787,2026-07,51.1,67,101,21.3
CUS001788,2026-05,83.1,88,29,23.1
CUS001788,2026-06,113.5,120,40,31.6
CUS001788,2026-07,77.4,82,27,21.5
CUS001789,2026-05,164.5,1748,195,37.6
CUS001789,2026-06,174.1,1850,206,39.8
CUS001789,2026-07,168.9,1795,200,38.6
CUS001790,2026-05,8.5,137,79,4.7
CUS001790,2026-06,14.9,133,77,8.1
CUS001790,2026-07,9.6,154,89,5.2
CUS001791,2026-05,109.0,316,13,16.8
CUS001791,2026-06,90.1,261,11,13.8
CUS001791,2026-07,102.7,298,12,15.8
CUS001792,2026-05,80.9,1453,305,65.3
CUS001792,2026-06,76.6,1375,289,61.8
CUS001792,2026-07,66.4,1192,251,53.6
CUS001793,2026-05,59.4,122,103,30.9
CUS001793,2026-06,61.0,126,106,31.7
CUS001793,2026-07,59.1,122,103,30.7
CUS001794,2026-05,148.0,835,492,81.1
CUS001794,2026-06,168.3,949,560,92.2
CUS001794,2026-07,177.2,999,590,97.1
CUS001795,2026-05,62.9,149,26,11.0
CUS001795,2026-06,78.8,187,33,13.8
CUS001795,2026-07,81.0,192,34,14.2
CUS001796,2026-05,165.4,1272,182,56.5
CUS001796,2026-06,171.6,1319,188,58.6
CUS001796,2026-07,139.7,1074,153,47.7
CUS001797,2026-05,0.6,189,25,0.7
CUS001797,2026-06,0.6,210,28,0.8
CUS001797,2026-07,0.6,206,27,0.8
CUS001798,2026-05,10.2,1085,134,3.4
CUS001798,2026-06,9.2,982,121,3.1
CUS001798,2026-07,7.3,781,97,2.4
CUS001799,2026-05,197.6,1007,338,41.2
CUS001799,2026-06,170.5,869,292,35.5
CUS001799,2026-07,240.9,1228,413,50.2
CUS001800,2026-05,73.2,1200,46,76.9
CUS001800,2026-06,78.2,1280,49,82.0
CUS001800,2026-07,80.5,1318,51,84.5
CUS001801,2026-05,190.9,1760,179,76.6
CUS001801,2026-06,190.9,1760,179,76.6
CUS001801,2026-07,351.8,1801,183,141.1
CUS001802,2026-05,19.1,1151,226,1.4
CUS001802,2026-06,20.6,1243,245,1.5
CUS001802,2026-07,30.2,1818,358,2.1
CUS001803,2026-05,69.6,1022,287,54.1
CUS001803,2026-06,61.6,904,254,47.8
CUS001803,2026-07,53.3,782,220,41.4
CUS001804,2026-05,25.7,404,47,6.4
CUS001804,2026-06,18.2,286,33,4.5
CUS001804,2026-07,25.7,404,47,6.4
CUS001805,2026-05,136.0,275,25,9.7
CUS001805,2026-06,157.3,318,29,11.2
CUS001805,2026-07,123.8,250,23,8.8
CUS001806,2026-05,59.0,254,69,16.4
CUS001806,2026-06,56.0,241,65,15.5
CUS001806,2026-07,53.0,228,62,14.7
CUS001807,2026-05,3.9,1619,109,2.9
CUS001807,2026-06,3.7,1502,101,2.7
CUS001807,2026-07,3.1,1268,85,2.3
CUS001808,2026-05,110.1,1595,391,35.8
CUS001808,2026-06,131.4,1902,466,42.7
CUS001808,2026-07,121.5,1760,431,39.5
CUS001809,2026-05,116.3,196,18,24.4
CUS001809,2026-06,163.5,276,26,34.3
CUS001809,2026-07,146.3,247,23,30.7
CUS001810,2026-05,97.5,704,142,29.6
CUS001810,2026-06,108.4,783,158,32.9
CUS001810,2026-07,135.8,980,198,41.2
CUS001811,2026-05,194.3,1646,396,93.2
CUS001811,2026-06,155.4,1316,316,74.6
CUS001811,2026-07,170.1,1441,346,81.6
CUS001812,2026-05,82.3,120,34,6.0
CUS001812,2026-06,78.2,114,32,5.7
CUS001812,2026-07,93.8,137,38,6.8
CUS001813,2026-05,2.8,960,76,1.6
CUS001813,2026-06,4.0,1409,112,2.4
CUS001813,2026-07,4.1,1428,114,2.4
CUS001814,2026-05,223.2,253,49,10.3
CUS001814,2026-06,142.3,290,56,6.6
CUS001814,2026-07,179.4,366,71,8.3
CUS001815,2026-05,92.1,183,86,8.3
CUS001815,2026-06,59.2,211,100,5.3
CUS001815,2026-07,56.9,203,96,5.1
CUS001816,2026-05,105.5,552,270,28.5
CUS001816,2026-06,158.0,828,405,42.7
CUS001816,2026-07,146.3,766,375,39.5
CUS001817,2026-05,13.2,1139,120,6.7
CUS001817,2026-06,16.2,1396,147,8.2
CUS001817,2026-07,14.3,1233,130,7.3
CUS001818,2026-05,189.9,645,334,103.5
CUS001818,2026-06,133.8,454,235,72.9
CUS001818,2026-07,196.4,667,346,107.1
CUS001819,2026-05,103.5,136,14,14.7
CUS001819,2026-06,154.6,204,21,21.9
CUS001819,2026-07,143.7,189,20,20.4
CUS001820,2026-05,23.8,156,58,1.6
CUS001820,2026-06,23.5,154,57,1.6
CUS001820,2026-07,31.4,206,77,2.1
CUS001821,2026-05,76.5,728,293,79.4
CUS001821,2026-06,62.6,596,239,64.9
CUS001821,2026-07,76.2,726,292,79.1
CUS001822,2026-05,174.1,113,17,45.0
CUS001822,2026-06,94.2,110,16,24.4
CUS001822,2026-07,130.2,152,22,33.7
CUS001823,2026-05,17.6,357,116,5.6
CUS001823,2026-06,22.1,449,146,7.0
CUS001823,2026-07,23.6,481,156,7.5
CUS001824,2026-05,8.7,1883,199,1.4
CUS001824,2026-06,7.4,1591,168,1.2
CUS001824,2026-07,8.0,1736,184,1.3
CUS001825,2026-05,51.4,79,36,22.3
CUS001825,2026-06,56.2,86,39,24.3
CUS001825,2026-07,48.0,74,33,20.8
CUS001826,2026-05,4.4,1126,42,1.5
CUS001826,2026-06,5.9,1504,56,2.1
CUS001826,2026-07,4.4,1128,42,1.5
CUS001827,2026-05,15.5,291,91,3.7
CUS001827,2026-06,21.2,398,125,5.1
CUS001827,2026-07,20.4,383,120,4.9
CUS001828,2026-05,43.8,78,86,8.4
CUS001828,2026-06,46.7,83,92,9.0
CUS001828,2026-07,50.7,90,100,9.7
CUS001829,2026-05,20.6,236,56,3.8
CUS001829,2026-06,22.3,255,60,4.1
CUS001829,2026-07,20.5,234,55,3.7
CUS001830,2026-05,76.1,725,103,61.8
CUS001830,2026-06,84.4,804,115,68.6
CUS001830,2026-07,122.6,1168,167,99.6
CUS001831,2026-05,18.6,260,123,3.4
CUS001831,2026-06,16.0,224,106,2.9
CUS001831,2026-07,16.8,235,111,3.1
CUS001832,2026-05,13.4,724,220,7.4
CUS001832,2026-06,19.1,1034,314,10.6
CUS001832,2026-07,12.5,678,206,7.0
CUS001833,2026-05,126.5,302,54,20.3
CUS001833,2026-06,89.2,213,38,14.3
CUS001833,2026-07,86.5,207,37,13.9
CUS001834,2026-05,142.8,836,120,35.9
CUS001834,2026-06,178.1,1043,149,44.7
CUS001834,2026-07,168.2,985,141,42.2
CUS001835,2026-05,19.9,124,104,3.6
CUS001835,2026-06,21.6,135,113,3.9
CUS001835,2026-07,17.0,106,89,3.1
CUS001836,2026-05,100.1,216,31,22.1
CUS001836,2026-06,149.0,321,46,32.9
CUS001836,2026-07,138.3,298,43,30.6
CUS001837,2026-05,40.5,76,14,7.1
CUS001837,2026-06,52.7,99,18,9.3
CUS001837,2026-07,55.0,103,18,9.7
CUS001838,2026-05,146.2,1763,63,21.0
CUS001838,2026-06,161.1,1943,70,23.1
CUS001838,2026-07,119.7,1443,52,17.2
CUS001839,2026-05,34.9,2197,111,0.1
CUS001839,2026-06,23.7,1494,75,0.1
CUS001839,2026-07,32.6,2049,103,0.1
CUS001840,2026-05,18.2,1530,239,2.4
CUS001840,2026-06,18.0,1509,235,2.3
CUS001840,2026-07,20.6,1729,270,2.7
CUS001841,2026-05,85.4,258,66,19.2
CUS001841,2026-06,99.4,300,77,22.4
CUS001841,2026-07,75.3,227,58,16.9
CUS001842,2026-05,1.0,47,91,1.7
CUS001842,2026-06,0.9,42,82,1.5
CUS001842,2026-07,0.8,39,75,1.4
CUS001843,2026-05,27.7,1840,300,9.4
CUS001843,2026-06,24.1,1600,261,8.2
CUS001843,2026-07,23.0,1525,249,7.8
CUS001844,2026-05,17.5,140,46,7.0
CUS001844,2026-06,11.5,92,30,4.6
CUS001844,2026-07,11.3,90,30,4.5
CUS001845,2026-05,4.7,734,51,0.2
CUS001845,2026-06,5.5,857,59,0.2
CUS001845,2026-07,4.4,687,48,0.1
CUS001846,2026-05,57.0,574,88,88.9
CUS001846,2026-06,63.7,642,99,99.4
CUS001846,2026-07,46.0,463,71,71.7
CUS001847,2026-05,36.9,1651,231,8.9
CUS001847,2026-06,35.8,1605,225,8.6
CUS001847,2026-07,39.1,1751,245,9.4
CUS001848,2026-05,53.9,72,79,13.6
CUS001848,2026-06,69.3,92,102,17.4
CUS001848,2026-07,54.5,73,80,13.7
CUS001849,2026-05,66.5,1655,38,30.0
CUS001849,2026-06,65.1,1622,37,29.4
CUS001849,2026-07,79.6,1983,45,35.9
CUS001850,2026-05,24.2,238,124,6.8
CUS001850,2026-06,27.0,265,138,7.6
CUS001850,2026-07,17.7,174,90,4.9
CUS001851,2026-05,104.7,573,111,79.3
CUS001851,2026-06,235.9,718,139,178.7
CUS001851,2026-07,148.4,812,157,112.4
CUS001852,2026-05,91.2,1474,199,77.8
CUS001852,2026-06,129.5,2094,283,110.6
CUS001852,2026-07,91.9,1486,200,78.5
CUS001853,2026-05,19.3,163,66,8.1
CUS001853,2026-06,22.9,193,78,9.6
CUS001853,2026-07,17.5,148,60,7.3
CUS001854,2026-05,19.0,311,10,10.3
CUS001854,2026-06,11.0,323,11,6.0
CUS001854,2026-07,10.7,317,11,5.9
CUS001855,2026-05,2.7,550,26,1.9
CUS001855,2026-06,2.5,524,24,1.8
CUS001855,2026-07,2.8,589,27,2.1
CUS001856,2026-05,15.3,231,23,7.6
CUS001856,2026-06,17.4,263,27,8.7
CUS001856,2026-07,14.3,216,22,7.1
CUS001857,2026-05,11.7,254,104,8.0
CUS001857,2026-06,10.0,218,89,6.9
CUS001857,2026-07,10.9,236,97,7.5
CUS001858,2026-05,67.1,2267,160,56.7
CUS001858,2026-06,50.3,1701,120,42.5
CUS001858,2026-07,46.9,1586,112,39.6
CUS001859,2026-05,47.6,2099,256,5.0
CUS001859,2026-06,30.5,1344,164,3.2
CUS001859,2026-07,43.8,1933,236,4.6
CUS001860,2026-05,6.2,242,58,0.7
CUS001860,2026-06,6.0,234,56,0.7
CUS001860,2026-07,4.5,175,42,0.5
CUS001861,2026-05,2.5,126,40,0.0
CUS001861,2026-06,2.6,133,42,0.0
CUS001861,2026-07,2.8,143,45,0.0
CUS001862,2026-05,219.9,1707,63,77.3
CUS001862,2026-06,232.5,1805,66,81.8
CUS001862,2026-07,152.7,1185,44,53.7
CUS001863,2026-05,24.4,97,93,6.0
CUS001863,2026-06,25.2,100,96,6.2
CUS001863,2026-07,22.8,90,87,5.6
CUS001864,2026-05,60.1,75,11,21.1
CUS001864,2026-06,41.2,52,8,14.4
CUS001864,2026-07,104.8,73,11,36.7
CUS001865,2026-05,123.9,212,50,23.4
CUS001865,2026-06,141.9,243,58,26.8
CUS001865,2026-07,144.1,247,59,27.2
CUS001866,2026-05,82.9,885,320,50.1
CUS001866,2026-06,84.0,896,324,50.7
CUS001866,2026-07,106.9,1141,413,64.6
CUS001867,2026-05,151.8,169,112,28.0
CUS001867,2026-06,114.1,127,84,21.1
CUS001867,2026-07,119.1,133,88,22.0
CUS001868,2026-05,9.1,183,13,5.2
CUS001868,2026-06,10.6,213,15,6.0
CUS001868,2026-07,11.5,233,16,6.5
CUS001869,2026-05,128.9,1561,99,31.7
CUS001869,2026-06,184.4,2233,142,45.4
CUS001869,2026-07,131.8,1596,102,32.5
CUS001870,2026-05,28.1,1632,279,1.3
CUS001870,2026-06,27.4,1592,272,1.3
CUS001870,2026-07,29.2,1692,289,1.4
CUS001871,2026-05,9.5,1765,199,2.6
CUS001871,2026-06,7.7,1439,162,2.1
CUS001871,2026-07,7.7,1444,163,2.1
CUS001872,2026-05,32.4,1898,83,9.3
CUS001872,2026-06,40.8,2389,104,11.7
CUS001872,2026-07,41.7,2442,107,11.9
CUS001873,2026-05,127.4,1816,402,84.2
CUS001873,2026-06,103.4,1473,326,68.4
CUS001873,2026-07,112.4,1602,355,74.3
CUS001874,2026-05,0.9,58,8,0.5
CUS001874,2026-06,1.0,65,8,0.5
CUS001874,2026-07,0.9,61,8,0.5
CUS001875,2026-05,2.3,1880,337,2.7
CUS001875,2026-06,2.1,1689,302,2.4
CUS001875,2026-07,1.4,1171,210,1.7
CUS001876,2026-05,102.6,1807,410,107.4
CUS001876,2026-06,83.4,1468,333,87.3
CUS001876,2026-07,100.1,1762,400,104.8
CUS001877,2026-05,23.5,187,71,2.1
CUS001877,2026-06,18.4,147,56,1.7
CUS001877,2026-07,16.5,131,50,1.5
CUS001878,2026-05,13.9,248,33,0.4
CUS001878,2026-06,19.5,347,46,0.5
CUS001878,2026-07,12.4,221,29,0.3
CUS001879,2026-05,21.0,282,30,5.0
CUS001879,2026-06,26.5,356,38,6.3
CUS001879,2026-07,27.4,367,39,6.5
CUS001880,2026-05,80.6,1629,110,24.3
CUS001880,2026-06,84.1,1699,114,25.4
CUS001880,2026-07,75.8,1532,103,22.9
CUS001881,2026-05,26.5,302,30,1.5
CUS001881,2026-06,21.7,247,24,1.2
CUS001881,2026-07,22.1,251,25,1.3
CUS001882,2026-05,99.3,242,78,28.2
CUS001882,2026-06,78.8,192,62,22.3
CUS001882,2026-07,86.4,211,68,24.5
CUS001883,2026-05,2.9,1941,174,0.7
CUS001883,2026-06,3.7,2438,218,0.9
CUS001883,2026-07,2.3,1538,137,0.6
CUS001884,2026-05,21.7,2070,167,3.4
CUS001884,2026-06,16.0,1523,123,2.5
CUS001884,2026-07,17.7,1683,136,2.7
CUS001885,2026-05,20.2,912,140,3.5
CUS001885,2026-06,18.6,838,129,3.2
CUS001885,2026-07,16.4,738,113,2.8
CUS001886,2026-05,23.9,815,304,1.8
CUS001886,2026-06,26.1,891,332,2.0
CUS001886,2026-07,27.0,920,343,2.1
CUS001887,2026-05,32.0,1299,96,6.2
CUS001887,2026-06,72.4,1632,120,14.0
CUS001887,2026-07,35.5,1440,106,6.9
CUS001888,2026-05,11.3,303,10,5.8
CUS001888,2026-06,10.7,287,9,5.5
CUS001888,2026-07,16.8,451,15,8.7
CUS001889,2026-05,1.6,1957,143,1.1
CUS001889,2026-06,1.5,1853,136,1.0
CUS001889,2026-07,1.7,2098,154,1.1
CUS001890,2026-05,3.2,37,69,1.1
CUS001890,2026-06,3.3,38,71,1.1
CUS001890,2026-07,2.7,31,57,0.9
CUS001891,2026-05,186.4,1148,453,82.9
CUS001891,2026-06,144.8,892,352,64.4
CUS001891,2026-07,172.6,1063,420,76.7
CUS001892,2026-05,102.2,135,13,16.2
CUS001892,2026-06,113.2,149,14,18.0
CUS001892,2026-07,91.4,121,12,14.5
CUS001893,2026-05,2.2,905,211,3.1
CUS001893,2026-06,1.7,689,160,2.4
CUS001893,2026-07,2.1,870,203,3.0
CUS001894,2026-05,1.8,1459,190,1.7
CUS001894,2026-06,2.3,1798,234,2.1
CUS001894,2026-07,4.6,2013,262,4.2
CUS001895,2026-05,20.6,325,103,5.7
CUS001895,2026-06,21.9,346,109,6.1
CUS001895,2026-07,22.8,361,114,6.3
CUS001896,2026-05,185.5,1609,439,38.7
CUS001896,2026-06,132.0,1145,312,27.5
CUS001896,2026-07,126.4,1096,299,26.3
CUS001897,2026-05,29.3,190,89,6.8
CUS001897,2026-06,29.0,188,88,6.8
CUS001897,2026-07,24.4,159,74,5.7
CUS001898,2026-05,170.0,821,123,64.5
CUS001898,2026-06,181.6,877,131,68.9
CUS001898,2026-07,168.2,812,121,63.8
CUS001899,2026-05,13.1,208,138,6.6
CUS001899,2026-06,10.1,161,107,5.1
CUS001899,2026-07,13.0,206,137,6.6
CUS001900,2026-05,22.7,1319,100,7.3
CUS001900,2026-06,34.5,2004,152,11.0
CUS001900,2026-07,24.7,1437,109,7.9
CUS001901,2026-05,220.9,1695,262,64.4
CUS001901,2026-06,220.3,1690,261,64.2
CUS001901,2026-07,180.5,1384,214,52.6
CUS001902,2026-05,188.0,1280,240,41.8
CUS001902,2026-06,171.2,1166,218,38.1
CUS001902,2026-07,191.8,1306,245,42.7
CUS001903,2026-05,24.7,146,60,2.8
CUS001903,2026-06,30.5,180,73,3.4
CUS001903,2026-07,42.5,140,57,4.8
CUS001904,2026-05,141.6,369,29,16.7
CUS001904,2026-06,128.1,334,26,15.1
CUS001904,2026-07,134.9,352,27,15.9
CUS001905,2026-05,6.8,173,47,1.9
CUS001905,2026-06,4.9,125,34,1.4
CUS001905,2026-07,7.2,184,50,2.0
CUS001906,2026-05,31.7,307,124,3.3
CUS001906,2026-06,32.8,317,128,3.4
CUS001906,2026-07,22.3,216,87,2.3
CUS001907,2026-05,1.2,1080,138,2.4
CUS001907,2026-06,2.3,1165,149,4.6
CUS001907,2026-07,1.2,1065,136,2.3
CUS001908,2026-05,5.8,94,28,1.1
CUS001908,2026-06,7.8,126,37,1.5
CUS001908,2026-07,7.1,116,34,1.4
CUS001909,2026-05,9.9,260,37,2.8
CUS001909,2026-06,11.7,306,43,3.3
CUS001909,2026-07,12.7,331,47,3.5
CUS001910,2026-05,13.1,109,40,1.8
CUS001910,2026-06,14.9,125,46,2.0
CUS001910,2026-07,14.4,121,44,1.9
CUS001911,2026-05,2.3,142,50,1.2
CUS001911,2026-06,2.6,163,58,1.4
CUS001911,2026-07,3.1,192,68,1.7
CUS001912,2026-05,17.2,293,70,7.3
CUS001912,2026-06,17.5,299,72,7.4
CUS001912,2026-07,19.6,334,80,8.3
CUS001913,2026-05,187.5,1907,444,68.2
CUS001913,2026-06,144.3,1468,342,52.5
CUS001913,2026-07,127.4,1296,302,46.4
CUS001914,2026-05,1.2,92,30,1.1
CUS001914,2026-06,1.3,103,33,1.2
CUS001914,2026-07,1.8,137,44,1.6
CUS001915,2026-05,7.7,1763,35,2.7
CUS001915,2026-06,8.6,1963,39,3.0
CUS001915,2026-07,7.0,1600,32,2.4
CUS001916,2026-05,25.0,378,86,0.3
CUS001916,2026-06,24.8,374,86,0.2
CUS001916,2026-07,22.3,337,77,0.2
CUS001917,2026-05,33.6,153,36,2.3
CUS001917,2026-06,33.7,154,37,2.3
CUS001917,2026-07,35.3,161,38,2.5
CUS001918,2026-05,19.1,802,158,3.4
CUS001918,2026-06,22.1,927,182,3.9
CUS001918,2026-07,23.0,964,189,4.0
CUS001919,2026-05,14.9,2350,47,10.8
CUS001919,2026-06,12.9,2040,41,9.4
CUS001919,2026-07,19.3,1689,34,14.0
CUS001920,2026-05,18.6,1126,268,1.6
CUS001920,2026-06,17.9,1086,258,1.6
CUS001920,2026-07,16.3,987,235,1.4
CUS001921,2026-05,1.2,155,28,1.5
CUS001921,2026-06,1.0,131,23,1.3
CUS001921,2026-07,1.0,129,23,1.3
CUS001922,2026-05,5.7,167,53,1.0
CUS001922,2026-06,7.7,225,72,1.3
CUS001922,2026-07,7.4,217,69,1.3
CUS001923,2026-05,147.9,1980,400,85.0
CUS001923,2026-06,118.0,1580,319,67.9
CUS001923,2026-07,113.2,1515,306,65.1
CUS001924,2026-05,23.3,206,130,8.1
CUS001924,2026-06,21.7,192,121,7.6
CUS001924,2026-07,24.0,212,134,8.4
CUS001925,2026-05,74.0,225,79,28.8
CUS001925,2026-06,53.7,164,57,20.9
CUS001925,2026-07,59.5,181,63,23.1
CUS001926,2026-05,9.0,841,348,2.7
CUS001926,2026-06,6.3,586,242,1.9
CUS001926,2026-07,7.2,671,278,2.2
CUS001927,2026-05,20.0,311,102,0.9
CUS001927,2026-06,21.3,331,108,0.9
CUS001927,2026-07,27.9,432,141,1.2
CUS001928,2026-05,45.2,64,35,21.0
CUS001928,2026-06,55.0,78,42,25.5
CUS001928,2026-07,61.1,87,47,28.4
CUS001929,2026-05,2.6,143,59,1.6
CUS001929,2026-06,1.6,162,67,1.0
CUS001929,2026-07,1.9,188,77,1.2
CUS001930,2026-05,11.1,476,63,0.4
CUS001930,2026-06,13.3,570,75,0.5
CUS001930,2026-07,8.9,383,51,0.3
CUS001931,2026-05,82.0,1513,240,68.8
CUS001931,2026-06,86.6,1598,254,72.7
CUS001931,2026-07,115.9,2139,340,97.3
CUS001932,2026-05,28.7,958,130,3.6
CUS001932,2026-06,80.6,1497,203,10.1
CUS001932,2026-07,27.7,926,126,3.5
CUS001933,2026-05,16.7,1256,118,8.0
CUS001933,2026-06,31.4,1309,123,15.1
CUS001933,2026-07,20.8,1558,147,10.0
CUS001934,2026-05,31.8,262,60,3.8
CUS001934,2026-06,32.8,271,62,3.9
CUS001934,2026-07,53.2,244,56,6.3
CUS001935,2026-05,125.9,1533,312,26.0
CUS001935,2026-06,137.0,1668,340,28.3
CUS001935,2026-07,108.5,1321,269,22.4
CUS001936,2026-05,266.3,315,106,60.8
CUS001936,2026-06,151.1,322,108,34.5
CUS001936,2026-07,103.0,219,74,23.5
CUS001937,2026-05,133.6,1750,130,45.3
CUS001937,2026-06,145.3,1905,141,49.3
CUS001937,2026-07,110.0,1442,107,37.3
CUS001938,2026-05,116.6,81,76,5.0
CUS001938,2026-06,135.5,94,89,5.9
CUS001938,2026-07,105.5,73,69,4.6
CUS001939,2026-05,5.5,99,6,1.8
CUS001939,2026-06,4.6,83,5,1.5
CUS001939,2026-07,3.4,61,4,1.1
CUS001940,2026-05,223.9,817,493,54.1
CUS001940,2026-06,148.6,542,327,35.9
CUS001940,2026-07,209.0,762,460,50.5
CUS001941,2026-05,59.9,282,22,5.9
CUS001941,2026-06,70.0,329,25,6.9
CUS001941,2026-07,69.6,327,25,6.9
CUS001942,2026-05,131.9,321,95,19.7
CUS001942,2026-06,100.2,244,72,14.9
CUS001942,2026-07,142.3,347,103,21.2
CUS001943,2026-05,20.9,220,157,1.1
CUS001943,2026-06,18.0,190,135,0.9
CUS001943,2026-07,18.9,199,142,1.0
CUS001944,2026-05,8.2,214,124,0.1
CUS001944,2026-06,9.6,251,146,0.1
CUS001944,2026-07,9.7,255,148,0.1
CUS001945,2026-05,1.3,687,210,0.5
CUS001945,2026-06,1.8,931,285,0.6
CUS001945,2026-07,1.2,631,193,0.4
CUS001946,2026-05,15.7,279,12,8.2
CUS001946,2026-06,14.2,252,11,7.4
CUS001946,2026-07,12.1,215,9,6.3
CUS001947,2026-05,18.4,157,91,1.1
CUS001947,2026-06,20.2,172,99,1.2
CUS001947,2026-07,16.8,143,83,1.0
CUS001948,2026-05,14.0,931,122,7.9
CUS001948,2026-06,17.9,1190,156,10.1
CUS001948,2026-07,16.1,1071,140,9.1
CUS001949,2026-05,6.7,63,66,1.3
CUS001949,2026-06,7.1,66,69,1.3
CUS001949,2026-07,7.2,66,70,1.3
CUS001950,2026-05,4.1,153,69,1.2
CUS001950,2026-06,3.5,129,59,1.0
CUS001950,2026-07,3.3,124,56,1.0
CUS001951,2026-05,15.0,599,94,3.5
CUS001951,2026-06,19.2,768,120,4.5
CUS001951,2026-07,13.8,550,86,3.2
CUS001952,2026-05,76.2,1022,259,35.6
CUS001952,2026-06,70.5,946,240,33.0
CUS001952,2026-07,70.7,948,240,33.0
CUS001953,2026-05,2.8,94,19,0.5
CUS001953,2026-06,3.4,112,23,0.7
CUS001953,2026-07,3.3,109,22,0.6
CUS001954,2026-05,11.1,919,293,3.4
CUS001954,2026-06,10.4,863,276,3.2
CUS001954,2026-07,7.7,636,203,2.4
CUS001955,2026-05,77.2,620,104,30.3
CUS001955,2026-06,63.4,510,85,24.9
CUS001955,2026-07,64.1,515,86,25.2
CUS001956,2026-05,24.5,124,39,3.9
CUS001956,2026-06,22.7,115,36,3.6
CUS001956,2026-07,35.9,182,56,5.7
CUS001957,2026-05,27.8,1277,266,5.9
CUS001957,2026-06,27.9,1280,267,5.9
CUS001957,2026-07,26.7,1229,256,5.6
CUS001958,2026-05,30.6,165,40,3.7
CUS001958,2026-06,44.2,133,32,5.3
CUS001958,2026-07,19.1,103,25,2.3
CUS001959,2026-05,92.6,246,38,14.7
CUS001959,2026-06,112.1,298,46,17.8
CUS001959,2026-07,113.9,303,47,18.1
CUS001960,2026-05,7.1,197,82,0.3
CUS001960,2026-06,6.1,170,71,0.2
CUS001960,2026-07,7.9,220,92,0.3
CUS001961,2026-05,222.2,2062,71,42.4
CUS001961,2026-06,159.1,1477,51,30.4
CUS001961,2026-07,159.1,1477,51,30.4
CUS001962,2026-05,158.7,689,347,109.3
CUS001962,2026-06,143.3,622,314,98.7
CUS001962,2026-07,126.5,549,277,87.1
CUS001963,2026-05,3.8,1073,191,1.3
CUS001963,2026-06,5.8,1630,290,2.0
CUS001963,2026-07,4.8,1360,242,1.7
CUS001964,2026-05,122.7,693,191,62.1
CUS001964,2026-06,84.8,479,132,42.9
CUS001964,2026-07,99.4,561,155,50.3
CUS001965,2026-05,18.8,356,119,1.7
CUS001965,2026-06,15.0,282,94,1.4
CUS001965,2026-07,29.6,311,104,2.7
CUS001966,2026-05,98.3,129,75,18.0
CUS001966,2026-06,132.1,173,101,24.2
CUS001966,2026-07,143.8,188,110,26.4
CUS001967,2026-05,30.3,342,108,6.9
CUS001967,2026-06,18.3,371,117,4.2
CUS001967,2026-07,16.0,326,103,3.6
CUS001968,2026-05,149.0,965,107,69.9
CUS001968,2026-06,178.5,1155,128,83.7
CUS001968,2026-07,192.7,1247,138,90.3
CUS001969,2026-05,125.8,1023,380,80.5
CUS001969,2026-06,182.0,822,305,116.4
CUS001969,2026-07,144.4,1174,436,92.3
CUS001970,2026-05,59.7,1302,401,38.3
CUS001970,2026-06,79.0,1721,530,50.6
CUS001970,2026-07,92.6,2018,621,59.4
CUS001971,2026-05,170.7,202,96,29.8
CUS001971,2026-06,122.2,144,69,21.3
CUS001971,2026-07,182.2,215,103,31.8
CUS001972,2026-05,242.9,203,42,51.5
CUS001972,2026-06,134.2,202,41,28.5
CUS001972,2026-07,127.0,191,39,26.9
CUS001973,2026-05,13.4,881,297,8.1
CUS001973,2026-06,14.5,948,319,8.7
CUS001973,2026-07,13.4,879,296,8.1
CUS001974,2026-05,145.5,1723,138,92.2
CUS001974,2026-06,187.7,2223,178,119.0
